58.7087021429	1170.31054506	0.0
27.6140175422	1121.95275697	0.0
13.5003500527	1099.99999818	0.0
13.6671591358	1100.26733217	0.0
13.8671351026	1100.55395326	0.0
14.0859060836	1100.81127748	0.0
14.32835966	1101.05615053	0.0
14.5882177913	1101.33154115	0.0
14.8334255773	1101.64513978	0.0
14.9977036064	1101.89684877	0.0
15.1609736034	1102.19421205	0.0
15.3385925848	1102.60693178	0.0
15.4565888012	1102.97900209	0.0
15.5440846029	1103.38671693	0.0
15.59628206	1103.88867006	0.0
15.5977688383	1104.25329408	0.0
15.5165253233	1104.95751772	0.0
15.5165253233	1105.31042299	0.0
15.3252754759	1105.6533185	0.0
15.1817045761	1106.00842103	0.0
14.9180660793	1106.51220521	0.0
14.6403484888	1106.92761049	0.0
14.1307201944	1107.51525697	0.0
13.8161583502	1107.80309877	0.0
13.5643625809	1108.00378236	0.0
13.0883808697	1108.32287416	0.0
12.6839294986	1108.54296693	0.0
12.2091646736	1108.75170717	0.0
11.9037933894	1108.86083803	0.0
11.590893801	1108.95336733	0.0
11.2782440731	1109.02721986	0.0
10.9294834679	1109.08959779	0.0
10.6102743691	1109.12853822	0.0
10.0888395852	1109.15746888	0.0
9.74545865844	1109.15490541	0.0
9.17532258696	1109.114256	0.0
8.80517679063	1109.06432924	0.0
8.13749890984	1108.92809877	0.0
7.43654399627	1108.72753725	0.0
6.75373225933	1108.4826642	0.0
6.38174777693	1108.32043276	0.0
5.83350282413	1108.04369936	0.0
5.14749007992	1107.65514955	0.0
4.71778779704	1107.37707338	0.0
4.38926606876	1107.13928041	0.0
4.15038924891	1106.95458802	0.0
3.90987687925	1106.75878725	0.0
3.28850703995	1106.21606264	0.0
2.83280139643	1105.7684308	0.0
2.53662591783	1105.46056947	0.0
1.98572140391	1104.85082826	0.0
1.70364730997	1104.5061017	0.0
1.46188073925	1104.18615541	0.0
1.08893674082	1103.63720521	0.0
0.874338920752	1103.28893861	0.0
0.346109088103	1102.34289369	0.0
0.0495996869286	1101.73669252	0.0
-0.207025054784	1101.1389142	0.0
-0.369627331791	1100.71899233	0.0
-0.514855984598	1100.31188783	0.0
-0.717360382783	1099.65612611	0.0
-0.824784820725	1099.23534975	0.0
-0.974872294755	1098.48803529	0.0
-0.974872294755	1097.958006	0.0
-1.13702792401	1097.31506166	0.0
-1.19345957594	1096.61913881	0.0
-1.21811682376	1096.18139467	0.0
-1.23791415023	1095.71935853	0.0
-1.25123149616	1095.14086732	0.0
-1.25123149616	1094.68188295	0.0
-1.14885050507	1093.53759584	0.0
-1.09211797098	1093.09911928	0.0
-0.965616885398	1092.41723451	0.0
-0.745262566837	1091.34301576	0.0
-0.673057263775	1091.0394269	0.0
-0.551057403325	1090.5764142	0.0
-0.347777192888	1089.90673647	0.0
-0.19459693617	1089.45910463	0.0
-0.0309938295395	1089.0196515	0.0
0.431902522279	1087.93969545	0.0
0.730029399332	1087.30578432	0.0
1.03647976625	1086.65087709	0.0
1.2300458501	1086.22680482	0.0
1.37714248354	1085.89562807	0.0
1.72670620302	1085.06396302	0.0
1.83647614322	1084.78454408	0.0
2.08001666737	1084.12255678	0.0
2.29899387981	1083.45483217	0.0
